,TRAVELER_ID,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,CLUSTER
457,d000447,여,40,4,6,4,4,1,4,2,2,6,3
458,d001472,남,30,4,5,1,4,2,1,2,3,3,2
459,c006801,남,40,7,2,2,2,2,2,4,3,6,2
460,d003991,여,30,4,3,4,2,6,4,4,4,7,3
461,d002111,여,20,4,3,3,2,4,5,6,2,6,1
462,d009090,남,30,11,6,1,1,2,7,2,3,5,2
463,d001358,남,20,3,2,2,1,5,4,3,6,7,0
464,d009721,여,30,4,4,2,2,4,3,3,6,5,0
465,d005345,남,30,4,1,1,2,2,1,3,6,2,2
466,a007289,남,40,6,1,1,2,1,1,1,6,2,2
467,d004789,남,30,5,4,6,4,6,2,5,6,5,3
468,d002330,남,30,5,2,1,3,5,2,4,6,5,0
469,d006209,여,30,4,1,1,1,7,1,1,7,5,0
470,d009653,여,30,5,4,4,4,4,4,4,4,4,3
471,d003260,남,20,2,6,1,4,1,1,4,1,7,1
472,d012385,여,30,4,5,5,2,5,5,6,1,4,3
473,c003035,여,30,4,1,1,1,4,5,3,2,6,1
474,c002783,여,20,1,3,6,2,3,3,7,1,7,1
475,d009252,여,30,4,2,2,2,4,3,3,6,4,0
476,c004272,남,30,5,4,2,1,1,4,3,6,1,2
477,d003088,여,30,3,4,2,1,2,4,3,4,5,1
478,d009409,여,30,3,5,4,4,3,3,4,6,5,3
479,d006164,여,20,3,6,1,1,2,3,6,1,7,1
480,d004370,여,30,4,1,1,1,1,1,5,1,7,1
481,d003537,여,20,5,1,3,5,4,6,2,3,4,0
482,d007475,여,20,4,3,2,3,5,4,6,6,6,1
483,d006063,남,50,11,1,4,1,4,1,2,1,5,2
484,d004684,여,20,4,1,7,6,6,6,1,6,7,3
485,d008058,남,40,10,4,1,6,1,1,4,3,3,2
486,d002687,남,30,4,4,2,4,3,2,4,4,2,2
487,b000140,여,40,5,4,1,2,4,4,2,3,5,2
488,d005916,여,30,12,7,1,4,1,1,3,7,7,2
489,a002757,남,40,6,6,2,2,2,3,6,2,6,2
490,d003875,여,30,5,1,1,4,2,4,4,2,6,1
491,d001730,여,30,3,1,2,2,1,2,2,2,6,1
492,a005706,여,40,5,2,2,2,3,2,2,6,3,0
493,a006550,여,20,4,1,1,6,6,6,3,5,6,0
494,a005911,여,20,5,4,2,2,2,2,5,6,5,1
495,d007606,여,50,4,2,4,2,4,2,4,4,2,2
496,d001427,남,20,3,4,3,3,4,4,5,3,5,3
497,d006867,여,20,4,2,3,3,4,6,4,2,3,1
498,a003547,남,40,7,3,4,2,3,3,2,6,5,2
499,d001038,남,40,4,1,7,4,7,7,7,7,7,3
500,d000946,여,30,5,1,1,4,4,5,3,1,7,1
501,d001630,여,20,4,1,1,1,1,1,1,1,7,1
502,d001394,남,20,4,4,4,4,4,2,4,4,4,3
503,d002732,여,30,4,3,3,2,3,4,4,6,7,1
504,d000964,여,20,4,1,1,1,1,1,1,1,1,0
505,d007637,여,20,2,4,6,5,5,5,5,4,4,3
506,d002361,여,20,2,3,2,3,1,4,3,4,3,1
507,d009403,여,20,4,1,2,1,5,7,2,1,7,1
508,d006764,남,60,11,4,4,3,4,3,5,2,7,2
509,d009886,여,30,4,2,4,1,6,4,2,7,6,0
510,d003075,남,30,4,4,4,4,1,4,4,1,7,1
511,d012272,여,30,1,1,1,1,1,1,1,1,1,0
512,c000836,남,20,2,4,2,2,4,6,3,4,4,0
513,d004648,남,50,5,2,4,2,3,5,2,4,4,2
514,d001707,남,30,4,1,1,1,4,1,1,7,4,0
515,d002562,여,20,5,2,2,2,4,2,2,2,6,1
516,d004646,여,30,6,1,4,2,5,4,4,6,4,0
517,d003645,여,30,4,2,3,1,4,3,1,1,5,0
518,b005641,여,40,4,1,2,1,1,1,7,1,7,1
519,d000797,여,30,6,1,5,2,2,5,1,6,5,0
520,a006367,여,20,4,6,2,1,2,7,7,2,7,1
521,b008547,여,20,4,4,2,2,5,5,4,3,4,1
522,d004483,여,30,4,2,3,1,3,4,1,4,5,0
523,d001961,여,30,7,4,2,2,2,6,5,2,7,1
524,b009947,여,30,3,1,4,2,2,4,3,2,7,1
525,b002884,남,30,5,2,2,3,5,5,4,2,3,2
526,d001083,여,20,3,7,4,1,7,4,2,7,7,0
527,a001220,여,30,5,5,6,6,2,4,6,5,4,3
528,a006450,남,50,6,2,2,2,5,2,2,3,2,2
529,d009969,남,30,6,4,4,1,2,6,1,2,1,2
530,d002329,남,20,4,3,6,4,6,4,4,6,5,3
531,d003557,남,30,2,3,2,2,4,2,4,2,5,1
532,c001762,남,30,4,1,4,4,4,1,4,7,4,3
533,d009828,여,20,3,2,2,2,4,3,4,5,5,0
534,d002095,여,30,4,7,1,1,2,4,5,6,3,1
535,d006985,여,20,3,3,3,3,5,5,5,5,4,3
536,d010126,남,20,2,2,2,2,5,6,2,7,2,0
537,c007653,남,30,4,4,2,2,3,3,3,4,6,2
538,b006953,여,50,9,2,2,2,3,2,7,2,7,2
539,d012248,남,40,11,4,4,4,4,4,4,4,4,2
540,d007819,여,30,3,6,1,1,1,4,1,1,7,1
541,d001463,여,20,4,4,2,4,5,6,5,5,6,3
542,d000379,남,30,5,4,1,1,4,4,3,7,3,0
543,d006694,남,30,4,1,1,1,4,4,4,4,3,0
544,c002202,여,50,1,3,4,2,2,2,3,2,7,1
545,d004020,여,50,6,1,1,1,3,1,1,1,1,2
546,d005415,여,20,5,2,1,2,1,1,6,1,5,1
547,d002163,여,30,4,2,2,2,3,3,2,1,7,1
548,b006272,남,30,5,4,3,5,2,4,5,7,4,3
549,d004479,여,30,3,4,4,4,3,2,2,7,2,3
550,d000624,남,40,6,3,3,3,3,5,5,5,3,2
551,d003634,여,40,2,3,3,3,2,5,4,2,6,1
552,d009696,여,20,2,4,2,5,4,3,5,5,3,3
553,d003209,남,30,4,1,4,1,5,7,1,1,7,0
554,d003691,남,20,3,1,1,1,1,4,1,1,7,1
555,d000663,여,30,4,3,4,1,5,4,6,3,6,1
556,d003910,여,30,1,2,4,1,4,7,2,2,4,0
557,d012308,여,30,1,3,5,5,3,5,5,3,3,3
558,d009080,여,60,3,2,4,3,4,3,5,5,5,3
559,c008681,남,30,5,1,4,6,6,4,3,6,1,3
560,d000699,여,30,3,5,3,6,3,5,3,2,5,3
561,d000283,여,20,2,3,2,2,2,3,1,2,6,1
562,c000157,여,50,5,4,6,6,5,6,3,4,4,3
563,d003686,남,30,4,1,5,1,4,3,2,4,4,0
564,d004503,여,30,4,4,4,1,4,5,2,2,7,1
565,d012269,여,40,5,1,4,1,6,6,1,2,4,0
566,d007793,여,20,5,1,1,4,1,1,1,7,7,0
567,d004316,여,30,1,2,1,2,4,2,2,1,7,1
568,d002476,여,30,3,1,1,4,1,1,3,2,6,1
569,d003735,여,30,4,1,1,1,4,7,4,1,7,1
570,b000542,남,20,4,7,1,1,7,1,1,7,1,0
571,d003393,여,20,3,1,1,1,1,1,1,1,1,0
572,d009437,남,30,4,2,2,3,2,4,6,5,5,2
573,a007300,여,20,6,2,1,4,6,4,2,4,3,0
574,d009931,여,20,5,5,2,4,1,6,4,2,3,1
575,d000372,남,20,1,4,1,2,2,4,4,2,6,1
576,d002793,여,20,4,6,1,1,1,6,5,2,5,1
577,d010367,여,30,2,7,6,6,1,2,6,6,6,3
578,d003297,여,20,3,3,1,2,3,2,2,2,5,1
579,d008119,여,20,4,4,6,1,4,4,7,1,7,1
580,d001861,여,20,4,3,2,3,4,6,5,5,3,3
581,d012297,남,20,2,2,1,1,1,6,4,1,7,1
582,d005083,남,30,4,1,1,7,1,1,1,7,1,2
583,d009732,남,30,4,1,6,1,6,1,6,7,4,3
584,d004410,여,30,4,4,1,1,5,4,2,6,2,0
585,d006215,여,30,4,4,5,5,3,6,4,6,2,3
586,d003029,여,20,1,3,5,2,4,1,3,3,2,3
587,b004674,여,30,2,1,1,1,3,6,2,7,2,0
588,c005057,여,20,2,1,7,1,1,7,1,7,1,0
589,d000333,남,30,9,2,2,1,3,1,3,2,3,2
590,a004869,남,30,5,4,1,2,4,2,2,2,7,2
591,a001064,여,30,6,2,4,3,3,2,4,2,6,1
592,d004817,여,30,2,5,1,4,5,5,5,1,5,1
593,d009158,남,30,5,3,2,1,3,5,3,2,5,2
594,d011429,여,20,3,2,1,4,1,4,4,5,6,1
595,c001751,남,40,5,4,3,3,7,2,4,7,7,3
596,d001665,여,40,4,3,3,1,1,1,6,5,7,1
597,d012295,여,20,4,1,4,2,4,4,2,2,5,0
598,b002162,남,50,3,2,6,1,3,6,6,5,7,3
599,d002529,여,30,3,4,1,5,3,5,6,6,3,3
600,d002103,여,30,4,2,1,2,2,4,6,6,4,1
601,d001339,남,40,3,3,1,1,3,3,3,6,4,2
602,c000505,여,50,6,1,1,3,1,1,2,2,1,2
603,a001929,남,40,2,1,7,1,4,4,7,6,6,3
604,a011544,여,40,3,4,2,2,4,2,4,2,6,1
605,a003857,여,50,3,2,4,2,4,4,4,1,4,2
606,d000545,여,20,4,4,1,2,5,3,2,7,6,0
607,d006716,남,40,2,3,2,2,4,3,2,2,6,2
608,a001891,남,30,5,2,4,1,6,2,6,2,6,2
609,b003774,남,50,4,1,2,2,3,2,4,2,4,2
610,d002688,남,20,2,2,3,2,4,5,5,2,2,3
611,d010533,여,20,4,4,4,4,4,4,4,4,4,3
612,d006036,남,20,3,1,1,1,7,6,1,2,1,0
613,d008096,여,30,4,3,3,2,2,6,5,2,7,1
614,a001606,남,30,7,5,1,2,2,4,2,2,5,2
615,d001559,여,20,3,1,1,1,6,4,2,3,5,0
616,d009717,여,20,3,4,2,2,3,4,5,2,7,1
617,d000682,여,30,5,2,1,2,2,4,4,4,6,1
618,d003291,남,20,3,7,1,4,1,4,4,1,7,1
619,d004590,여,30,7,4,3,2,2,2,2,2,1,2
620,d000331,여,20,3,4,1,1,3,4,5,3,5,1
621,d005742,남,30,5,4,3,3,1,2,2,4,5,2
622,d009861,여,40,1,4,4,4,4,4,4,4,4,3
623,d012489,여,30,2,6,6,2,2,2,6,6,2,3
624,d000158,여,40,4,5,4,1,4,5,3,6,4,3
625,d002761,여,20,1,6,1,1,2,2,5,2,7,1
626,d008034,여,20,4,2,2,5,3,2,5,6,6,1
627,d000416,여,30,5,3,2,2,2,3,1,1,4,2
628,d002038,여,20,2,3,2,1,3,4,6,6,5,1
629,a004199,여,30,3,2,2,2,4,5,3,6,6,0
630,d002217,남,30,4,6,3,3,5,6,4,6,4,3
631,d010190,남,30,3,1,1,3,3,1,2,2,5,2
632,d004049,남,30,2,1,1,1,5,3,4,7,5,0
633,d008205,여,30,3,4,2,2,6,6,2,3,4,0
634,d010255,남,30,4,6,2,2,6,6,6,6,6,3
635,d003566,여,20,4,5,2,1,5,6,4,1,7,1
636,d006932,남,20,3,2,2,4,6,3,4,4,4,0
637,d001287,남,50,7,1,2,1,6,1,1,1,7,2
638,d010186,남,30,7,2,2,2,6,4,2,3,4,2
639,d009002,여,30,4,4,6,2,4,3,6,3,6,3
640,d007803,남,30,5,2,1,3,4,6,5,6,6,0
641,d007109,남,30,5,2,1,1,3,2,1,6,3,0
642,d003795,여,30,4,4,1,1,1,4,1,1,7,1
643,d000352,여,20,1,4,3,1,4,4,5,4,7,1
644,d002638,남,30,5,5,1,6,2,2,7,2,1,3
645,d001396,남,30,4,2,5,2,2,2,5,2,6,2
646,c001558,남,20,4,1,4,2,4,2,3,1,6,2
647,d010167,여,50,5,1,4,6,4,7,2,1,4,3
648,d001515,남,30,4,2,1,1,3,6,5,3,6,1
649,c003424,남,30,4,6,2,2,3,3,3,4,3,2
650,d010750,여,40,4,4,1,2,6,5,2,7,5,0
651,d003504,여,30,4,1,7,1,5,1,1,2,6,0
652,b004897,남,20,5,2,2,2,2,3,3,5,7,0
653,d000267,남,30,5,2,1,2,3,2,5,3,1,2
654,d006731,남,30,5,1,4,2,2,6,2,2,7,2
655,c000085,남,30,8,2,2,2,2,4,4,2,6,2
656,d002170,여,20,4,5,1,2,5,2,6,6,7,1
657,d007755,여,20,3,6,2,2,6,2,3,1,4,1
658,d006918,남,30,4,1,1,3,6,6,6,7,6,0
659,d000149,여,20,8,1,3,2,1,1,3,6,1,2
660,d010336,여,20,4,1,4,6,1,1,6,7,7,3
661,b002028,남,50,6,1,3,1,3,2,2,1,6,2
662,d012306,여,20,3,3,2,2,6,6,1,2,7,0
663,b001937,남,40,3,1,4,1,4,7,1,1,7,0
664,d012412,여,50,2,4,4,3,2,6,2,7,7,3
665,b003076,여,40,1,2,6,2,2,2,6,4,6,3
666,d001896,여,20,4,3,2,2,2,2,5,1,6,1
667,d000487,여,20,4,3,3,3,2,4,3,5,6,1
668,d006795,남,30,3,1,1,1,4,1,2,4,4,0
669,d002328,남,40,6,2,2,1,3,6,5,2,3,2
670,d010391,여,30,4,4,2,4,1,4,5,2,6,1
671,c002799,남,30,1,2,2,2,4,3,4,4,5,0
672,d002004,여,30,2,2,2,1,3,6,2,5,6,0
673,d005963,남,20,1,5,5,2,4,3,2,3,2,3
674,d001949,여,40,2,1,1,1,6,7,6,2,1,0
675,c002969,여,20,4,4,3,3,1,2,4,1,6,1
676,d001192,여,30,5,2,1,1,3,6,2,7,6,0
677,d004589,여,20,5,2,3,1,3,2,2,6,7,0
678,d007112,남,40,4,2,6,2,1,1,1,7,5,2
679,d002359,여,20,3,3,5,2,2,2,4,5,6,1
680,d002630,여,30,3,1,1,1,2,7,1,4,7,0
681,b009691,남,20,2,5,2,4,3,3,3,2,2,3
682,d011350,남,20,4,7,1,1,1,7,1,1,7,1
683,a002774,여,30,4,1,1,2,2,2,4,4,6,1
684,d010447,남,30,6,2,2,3,2,4,5,2,6,2
685,d000290,여,40,5,3,3,4,5,4,3,3,4,3
686,d006732,여,60,3,2,2,2,1,3,6,5,2,2
687,d001360,여,20,7,2,1,3,2,5,3,1,7,1
688,d010501,여,20,3,1,4,3,4,3,2,6,6,0
689,d002462,여,30,4,1,7,2,1,1,1,7,6,0
690,d005947,여,30,3,1,1,1,1,1,4,4,7,1
691,d011314,남,30,4,3,1,1,3,6,4,6,7,0
692,d012491,남,30,4,4,1,2,4,6,6,6,7,1
693,d000153,남,20,2,6,2,6,6,2,7,6,6,3
694,d002192,남,20,5,1,3,1,6,1,1,2,2,0
695,d002028,여,20,5,5,2,1,2,4,3,6,5,1
696,d005091,남,40,7,1,5,4,2,1,3,7,5,2
697,d005098,여,30,4,4,1,1,3,2,3,7,6,0
698,d001164,남,20,2,2,2,2,5,4,4,6,5,0
699,b002448,남,30,5,2,4,2,2,4,2,2,6,2
700,d004529,남,40,7,3,2,1,3,5,3,2,6,2
701,d000630,남,30,5,2,1,7,1,7,7,7,1,3
702,a000321,남,20,3,5,2,2,3,4,3,6,6,0
703,d003270,여,20,6,3,3,5,2,3,5,2,6,1
704,a002402,여,20,7,3,1,3,1,4,2,2,7,1
705,d003147,여,20,5,3,4,2,4,2,2,5,4,0
706,d009075,여,20,4,5,1,2,3,2,3,6,2,0
707,d001018,남,30,6,2,1,1,2,1,1,6,1,2
708,b002796,여,30,6,2,2,2,2,2,2,3,6,2
709,d001475,여,50,1,3,3,4,1,2,4,4,3,3
710,d009816,여,40,1,6,2,4,1,3,3,2,6,1
711,a003763,여,20,1,4,4,4,3,4,4,7,1,3
712,d001468,여,30,4,4,1,2,1,4,4,2,4,1
713,d009016,여,20,4,3,4,2,2,2,4,2,7,1
714,d012347,여,40,5,1,4,1,7,7,1,7,1,0
715,d009267,여,30,2,2,2,2,5,6,5,3,5,1
716,b006017,남,20,4,5,5,5,5,5,5,5,5,3
717,d002033,남,30,8,3,1,6,2,1,3,1,1,2
718,d003039,여,30,4,3,2,4,4,2,2,6,3,0
719,d010097,남,30,5,2,2,3,4,6,3,4,4,2
720,a001313,여,30,4,2,2,4,4,2,6,2,6,1
721,d005759,남,20,2,2,1,2,3,1,4,1,7,1
722,d000795,여,20,5,2,1,6,2,5,3,6,3,3
723,a005007,남,20,1,4,1,1,4,4,6,2,6,1
724,d000530,여,20,3,6,1,1,1,1,1,4,5,1
725,d009116,여,20,3,1,1,1,1,1,1,7,7,0
726,d008056,여,20,1,3,7,3,4,3,3,3,2,3
727,a014564,여,40,7,4,1,2,2,4,3,3,2,2
728,a000317,여,50,7,2,2,2,4,6,4,2,4,2
729,d003458,여,30,4,5,1,2,1,1,1,1,5,1
730,d007770,여,20,3,4,2,2,4,6,3,3,7,1
731,d001379,여,20,3,3,1,1,5,6,5,6,5,0
732,b001198,남,30,5,4,6,4,2,3,7,2,6,3
733,c006685,남,50,6,4,1,2,1,3,1,1,7,2
734,d001508,여,50,5,1,5,4,5,3,4,2,3,3
735,d011470,여,30,3,4,3,3,3,3,3,6,4,3
736,d001586,남,30,5,2,1,2,4,4,2,4,5,2
737,d002664,남,30,4,2,7,3,1,2,7,6,1,3
738,d001391,남,20,1,7,2,3,7,7,1,7,7,0
739,d003592,남,20,3,2,1,3,2,1,5,2,6,1
740,d000365,남,30,8,3,1,3,2,4,3,5,4,2
741,d000040,남,50,12,1,1,1,4,1,4,4,4,2
742,d002375,남,30,4,4,4,4,2,4,4,6,6,3
743,d006167,남,50,6,1,2,3,7,2,4,7,6,2
744,d001091,여,20,5,3,1,2,4,4,5,7,7,1
745,d001096,여,20,12,4,1,1,4,7,6,2,7,1
746,d012396,여,30,4,1,7,1,4,1,1,4,7,0
747,d000871,여,30,4,4,1,1,5,6,3,1,7,1
748,d004833,여,20,2,2,1,1,3,4,2,5,5,0
749,d007453,여,20,3,4,3,1,4,6,2,6,4,0
750,d002019,여,40,4,2,3,2,4,4,2,3,6,0
751,d004945,여,20,4,1,1,4,1,1,4,4,1,0
752,c000684,남,20,4,1,1,1,1,1,1,7,7,0
753,d005089,여,20,5,2,3,2,4,2,2,5,1,0
754,d005587,여,50,7,3,4,3,3,3,3,5,7,2
755,c006820,남,40,4,2,5,2,4,4,5,3,4,2
756,d000912,여,20,3,2,2,3,6,6,2,6,2,0
757,d000992,남,20,4,2,2,2,6,6,2,6,2,0
758,b010136,남,20,4,2,3,3,3,6,6,1,6,1
759,d003111,여,40,5,1,1,1,1,4,1,7,1,0
760,d005076,여,20,4,1,3,1,4,3,2,7,5,0
761,a000406,여,40,4,2,2,2,2,2,4,2,3,2
762,d001037,여,30,5,5,2,3,2,6,5,2,6,1
763,d003624,여,30,4,7,1,1,4,4,3,4,4,1
764,d001207,여,20,4,3,3,3,5,3,3,6,5,0
765,d003871,여,30,4,4,5,6,4,5,3,6,5,3
766,d002807,여,40,3,3,3,3,3,3,5,5,5,3
767,d000664,여,20,4,4,1,4,7,4,4,4,7,1
768,d010108,여,50,4,2,4,3,6,4,5,2,5,3
769,d009145,여,20,2,5,6,2,5,5,5,3,5,3
770,d005117,여,20,4,5,6,3,4,4,4,4,6,3
771,d000511,남,20,2,2,3,2,4,5,3,4,5,0
772,d008017,여,20,3,3,2,3,2,4,4,2,5,1
773,a003264,여,40,6,1,1,1,1,1,1,2,1,2
774,d004673,여,20,4,2,2,1,2,1,1,2,4,0
775,d007623,남,30,5,7,1,1,4,7,4,2,1,3
776,d005310,여,40,1,2,4,2,4,2,2,5,4,0
777,c000311,남,40,7,5,7,6,7,7,3,6,1,3
778,d002416,여,20,3,5,2,2,4,3,6,4,3,1
779,d001892,여,30,4,1,1,5,1,6,7,6,2,3
780,d005819,여,30,4,7,1,3,1,1,7,7,7,1
781,d006305,여,20,2,6,6,6,3,2,3,5,2,3
782,a012086,남,20,5,7,2,3,1,4,4,6,4,3
783,b007514,남,20,5,1,3,1,2,4,2,2,6,2
784,d002179,여,30,6,4,2,4,2,2,3,6,5,3
785,d009219,여,20,3,4,2,3,4,4,4,5,3,3
786,d000261,남,30,7,3,2,1,2,4,2,1,2,2
787,d002386,여,30,2,2,4,2,2,2,2,6,2,0
788,d001592,남,30,6,4,2,3,2,3,3,4,5,2
789,d010299,여,20,4,2,1,4,4,1,6,3,5,1
790,d004222,남,30,6,6,2,2,2,2,6,2,1,2
791,d001904,여,20,5,3,2,6,2,2,6,6,2,3
792,d005545,여,20,3,1,1,1,4,4,2,6,4,0
793,a002384,여,20,5,1,2,2,2,3,4,2,7,1
794,d007146,남,30,4,4,4,2,5,5,2,7,2,0
795,d003437,남,30,3,4,4,2,4,4,4,4,3,3
796,d001112,여,30,4,3,2,1,7,4,2,6,4,0
797,d005094,남,40,2,1,2,6,4,2,5,2,7,2
798,d003826,남,40,4,4,7,1,4,2,2,2,6,2
799,d000791,여,20,2,2,2,2,6,5,2,6,5,0
800,a004814,여,30,9,3,6,1,5,3,1,3,3,2
801,d003094,여,20,9,7,4,1,7,7,7,6,6,3
802,d005969,여,30,7,3,1,3,2,2,2,3,7,2
803,d003100,여,20,2,5,4,2,4,4,4,3,6,1
804,d002495,여,30,8,4,3,6,1,4,5,2,4,3
805,d001428,여,30,1,2,1,2,4,6,4,3,5,1
806,d001816,여,20,2,6,2,1,1,2,3,3,7,1
807,d002426,여,30,4,5,7,1,6,6,6,1,6,3
808,d009160,남,30,5,4,6,3,3,5,3,2,2,3
809,a001537,여,30,1,3,4,3,2,4,3,5,2,3
810,d002273,여,60,3,1,1,1,4,6,5,6,6,0
811,d011359,여,20,1,4,2,2,3,5,3,3,6,1
812,d006756,여,30,6,4,3,4,3,5,3,6,4,3
813,d004268,여,30,1,1,1,1,7,4,4,4,4,0
814,d001016,남,40,7,1,1,4,5,4,6,6,2,2
815,c002289,여,30,1,4,5,4,3,4,5,2,4,3
816,d009283,여,30,4,2,4,2,4,4,4,2,4,1
817,b000746,남,30,5,1,1,1,4,1,3,1,2,2
818,d003802,남,30,2,1,1,1,4,1,1,2,7,0
819,d001862,남,30,3,1,1,1,1,4,4,7,4,0
820,d009120,여,30,1,1,1,1,7,1,1,7,7,0
821,d010685,남,20,4,2,2,2,4,5,2,5,6,0
822,d010230,남,20,4,4,2,3,4,4,2,6,6,0
823,d005315,여,50,4,1,1,1,1,6,1,7,6,0
824,d002513,여,20,3,7,2,5,2,3,7,3,2,3
825,d001226,여,20,4,5,3,2,3,2,2,7,6,0
826,d004878,남,30,1,2,2,2,4,2,5,1,5,1
827,d001545,남,30,4,2,2,1,4,2,2,2,4,2
828,d007846,여,30,4,1,1,1,3,3,1,1,4,0
829,d004285,여,40,4,1,1,1,1,1,1,7,7,0
830,d006767,여,30,4,7,1,4,2,2,3,5,5,1
831,d006312,여,30,3,4,3,3,3,6,5,4,5,3
832,d004159,남,40,5,2,4,3,3,5,4,6,4,2
833,c001722,여,30,4,1,2,1,4,1,1,1,7,0
834,d004523,남,40,5,2,5,3,3,3,3,4,4,2
835,d000483,여,20,3,5,1,1,5,2,1,1,7,1
836,d006648,여,20,2,5,1,2,2,4,5,5,5,1
837,d003427,남,40,4,2,1,2,2,1,2,6,6,2
838,d001493,남,30,4,2,1,1,6,4,2,1,7,0
839,d010592,여,20,4,2,4,2,3,4,5,6,6,1
840,c002415,남,60,3,1,1,1,1,2,6,2,5,2
841,d000014,남,40,12,6,3,5,2,3,5,2,3,2
842,d001570,여,20,3,2,2,2,2,2,2,2,2,0
843,d001275,여,20,5,5,3,1,4,6,6,2,6,1
844,d009045,여,30,3,2,2,6,7,7,4,1,5,3
845,d007778,여,30,5,1,1,1,1,1,1,7,7,0
846,d009683,여,40,3,1,4,1,6,4,1,7,5,0
847,d005350,여,40,3,3,6,2,2,6,2,6,6,3
848,b008080,남,20,1,5,2,3,2,3,5,2,3,1
849,d001060,여,20,4,2,2,4,3,3,4,4,7,1
850,d003722,남,50,8,7,3,6,4,5,6,4,5,3
851,d002857,남,40,7,4,1,1,5,4,5,6,5,2
852,d003474,남,20,4,2,2,2,5,4,2,3,4,0
853,a003745,남,30,4,4,2,2,2,1,2,7,7,0
854,d003054,여,20,5,4,1,6,1,4,6,6,2,3
855,b000962,남,30,5,1,2,1,4,6,3,6,4,0
856,d009342,여,30,3,1,1,4,7,2,3,3,7,0
857,d000402,여,40,6,2,6,4,3,1,5,5,2,3
858,d002134,여,20,4,5,4,5,3,5,5,5,4,3
859,d001793,여,20,1,3,3,2,2,2,3,5,5,0
860,c004645,남,30,5,2,2,2,6,5,2,1,5,2
861,d001903,남,30,1,3,1,2,4,4,4,3,6,1
862,d002643,남,30,5,1,4,3,5,6,5,6,6,3
863,d004455,여,20,2,4,5,3,4,3,4,6,6,3
864,a010180,여,50,5,6,4,7,5,7,6,7,4,3
865,d007662,여,40,4,7,5,7,5,4,7,5,1,3
866,c001508,여,20,1,4,1,2,2,4,5,3,2,1
867,a004350,남,20,4,2,6,2,5,3,5,1,6,3
868,d002817,남,30,6,1,1,4,4,4,2,1,4,2
869,d000288,여,20,1,2,2,3,2,5,4,5,5,1
870,d003925,여,40,6,1,1,1,1,1,6,7,7,2
871,d004834,여,20,5,1,1,1,1,4,4,5,7,1
872,d002558,여,20,5,2,1,2,2,4,4,5,7,1
873,d001585,여,20,4,4,6,1,2,6,7,7,7,3
874,d000909,여,20,2,4,2,3,4,4,5,4,5,1
875,d003098,여,20,1,1,1,7,5,1,4,7,1,3
876,a001993,남,40,7,3,1,3,2,4,4,1,7,2
877,d001263,여,30,4,2,1,6,1,4,4,5,6,1
878,d003156,남,30,4,4,4,1,3,6,4,6,6,3
879,d012384,여,30,4,2,4,2,4,5,5,6,2,3
880,d011813,여,20,3,1,2,2,5,4,5,7,2,0
881,d007396,남,30,5,5,2,1,2,4,2,6,6,2
882,d012371,남,40,4,1,4,2,6,5,5,2,6,2
883,d009883,남,30,4,3,2,2,3,2,4,6,5,2
884,d009146,여,20,4,5,3,2,3,4,5,7,1,3
885,d012326,남,30,5,1,4,2,4,6,2,6,2,0
886,d010870,여,20,3,4,1,1,4,4,5,7,7,1
887,a004897,여,30,1,2,1,6,4,4,4,6,2,3
888,c003114,여,20,3,3,2,6,3,6,2,2,6,1
889,c002634,남,30,5,4,1,3,2,4,5,3,5,2
890,d010442,여,20,3,4,2,1,2,4,2,7,7,0
891,c002943,여,20,1,5,6,4,2,5,6,2,6,3
892,d000161,남,20,5,2,2,4,2,5,4,5,5,2
893,d002080,여,30,5,4,2,4,4,5,4,6,5,3
894,b003085,여,20,4,1,4,4,3,4,3,6,6,0
895,d000258,남,30,8,4,1,2,2,5,6,3,2,2
896,d000326,여,20,5,6,2,3,2,4,5,2,5,1
897,d001841,여,20,4,2,2,4,2,4,4,4,5,1
898,d001282,남,30,4,1,1,3,4,6,5,3,6,1
899,b005863,남,20,3,2,2,5,3,4,1,5,2,0
900,d000640,남,30,10,2,4,2,2,3,3,5,7,2
901,d002961,여,40,3,3,1,3,2,4,4,4,6,1
902,d001812,남,20,2,3,1,3,7,1,1,6,2,0
903,d002802,여,30,5,6,1,1,1,1,1,3,7,1
904,d005116,남,40,7,2,2,1,4,2,5,1,4,2
905,d009420,여,30,1,5,5,3,3,2,5,6,3,3
906,d000304,남,20,4,4,3,6,2,5,5,6,5,3
907,d004304,남,40,6,2,2,3,5,2,3,1,5,2
908,a003278,남,30,4,4,3,2,4,4,6,7,7,3
909,d003234,여,50,4,4,1,4,2,1,1,2,7,2
910,d003993,남,40,4,1,1,4,6,4,2,6,2,0
911,d002663,여,30,5,1,1,7,1,1,4,5,6,2
912,d000228,여,30,4,2,2,2,2,4,3,2,4,1
913,d012315,여,30,4,5,6,4,2,6,5,1,7,3
914,b009832,여,50,4,1,1,7,2,2,6,6,2,3
915,d000317,남,20,3,4,1,2,3,2,5,2,6,1
916,d004031,여,20,5,2,1,2,1,7,2,6,6,0
917,d000373,남,30,9,2,2,1,3,2,2,1,6,2
918,a001193,남,30,3,5,1,6,7,2,3,4,2,3
